SYMBOL,ISIN,Security Name,Band,Sector_NSE,Category,MC_Map_Symbol,Sector,Industry,MC_Name,Hyperlink,Exchange
HDIL,INE191I01012,Housing Development and Infrastructure Limited,No Band,CONSTRUCTION,NIFTY Free float Smallcap 100,HDIL,Retail/Real Estate,Construction & Contracting - Real Estate,HDIL,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/housingdevelopmentinfrastructure/HDI,NSE
HEG,INE545A01016,HEG Limited,5,,,HEG,Engineering,Electrodes & Graphite,HEG,http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/heg/HEG,NSE
HEIDELBERG,INE578A01017,HeidelbergCement India Limited,20,CEMENT & CEMENT PRODUCTS,,HEIDELBERG,Cement/Construction,Cement - Major,Heidelberg Cem,http://www.moneycontrol.com/india/stockpricequote/cementmajor/heidelbergcementindia/HCI02,NSE
HERCULES,INE688E01024,Hercules Hoists Limited,20,,,HERCULES,Engineering,Engineering,Hercules Hoists,http://www.moneycontrol.com/india/stockpricequote/engineering/herculeshoists/HH01,NSE
HERITGFOOD,INE978A01027,Heritage Foods Limited,20,CONSUMER GOODS,,HERITGFOOD,Food & Beverage,Food Processing,Heritage Foods,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/heritagefoods/HFI,NSE
HEROMOTOCO,INE158A01026,Hero MotoCorp Limited,No Band,AUTOMOBILE,Derivative Product/ Nifty 50/Nifty Quality 30 Index,HEROMOTOCO,Automotive,Auto - 2 & 3 Wheelers,Hero Motocorp,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/heromotocorp/HHM,NSE
HESTERBIO,INE782E01017,Hester Biosciences Limited,20,,,HESTERBIO,Pharmaceuticals,Pharmaceuticals,Hester Bio,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/hesterbiosciences/HB01,NSE
HEXAWARE,INE093A01033,Hexaware Technologies Limited,No Band,IT,NIFTY Free float Smallcap 100,,,,,,NSE
HFCL,INE548A01028,Himachal Futuristic Communications Limited,20,TELECOM,,HFCL,Telecom,Telecommunications - Equipment,HFCL,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/himachalfuturisticcommunication/HFC,NSE
HGS,INE170I01016,Hinduja Global Solutions Limited,20,,,HGS,Technology,Computers - Software,Hinduja Global,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/hindujaglobalsolutions/HGS01,NSE
HIGHGROUND,INE361M01021,High Ground Enterprise Limited,5,,,,,,,,NSE
HIKAL,INE475B01022,Hikal Limited,20,,,HIKAL,Pharmaceuticals,Pharmaceuticals,Hikal,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/hikal/H05,NSE
HIL,INE557A01011,HIL Limited,20,,,HIL,Cement/Construction,Cement - Products & Building Materials,HIL,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/hil/HI09,NSE
HILTON,INE788H01017,Hilton Metal Forging Limited,20,,,HILTON,Manufacturing,Castings & Forgings,Hilton Metal,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/hiltonmetalforging/HMF,NSE
HIMATSEIDE,INE049A01027,Himatsingka Seide Limited,20,TEXTILES,,HIMATSEIDE,Manufacturing,Textiles - Synthetic & Silk,Himatsingka Sei,http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/himatsingkaseide/HS,NSE
HINDALCO,INE038A01020,Hindalco Industries Limited,No Band,METALS,Derivative Product/ Nifty 50/Nifty Alpha 50 Index,HINDALCO,Metals & Mining,Aluminium,Hindalco,http://www.moneycontrol.com/india/stockpricequote/aluminium/hindalcoindustries/HI,NSE
HINDCOMPOS,INE310C01029,Hindustan Composites Limited,20,,,HINDCOMPOS,Automotive,Auto Ancillaries,Hind Composites,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/hindustancomposites/HC06,NSE
HINDCOPPER,INE531E01026,Hindustan Copper Limited,20,METALS,NIFTY METAL,HINDCOPPER,Metals & Mining,Metals - Non Ferrous,Hind Copper,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/hindustancopper/HC07,NSE
HINDMOTORS,INE253A01025,Hindustan Motors Limited,20,,,HINDMOTORS,Automotive,Auto - Cars & Jeeps,Hind Motors,http://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/hindustanmotors/HM,NSE
HINDNATGLS,INE952A01022,Hindusthan National Glass & Industries Limited,20,,,HINDNATGLS,Manufacturing,Glass & Glass Products,Hind Nat Glass,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/hindusthannationalglassindustries/HNG01,NSE
HINDOILEXP,INE345A01011,Hindustan Oil Exploration Company Limited,20,,,HINDOILEXP,Oil & Gas,Oil Drilling And Exploration,HOEC,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/hindustanoilexplorationcompany/HOE01,NSE
HINDPETRO,INE094A01015,Hindustan Petroleum Corporation Limited,No Band,ENERGY,Derivative Product/Nifty PSE Index/Nifty MIDCAP 50/NIFTY 50,HINDPETRO,Oil & Gas,Refineries,HPCL,http://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC,NSE
HINDUJAVEN,INE353A01023,Hinduja Ventures Limited,20,,,HINDUJAVEN,Technology,Computers - Software,Hinduja Venture,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/hindujaventures/HV,NSE
HINDUNILVR,INE030A01027,Hindustan Unilever Limited,No Band,CONSUMER GOODS,Derivative Product/ Nifty 50,HINDUNILVR,Cons Non-Durable,Personal Care,HUL,http://www.moneycontrol.com/india/stockpricequote/personalcare/hindustanunilever/HU,NSE
HINDZINC,INE267A01025,Hindustan Zinc Limited,No Band,METALS,Derivative product/Nifty Midcap 50/Nifty Dividend Opportunities 50 Index/Nifty Alpha 50 index/Nifty Commodities Index,HINDZINC,Metals & Mining,Metals - Non Ferrous,Hind Zinc,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/hindustanzinc/HZ,NSE
HIRECT,INE835D01023,Hind Rectifiers Limited,10,,,HIRECT,Manufacturing,Electricals,Hind Rectifiers,http://www.moneycontrol.com/india/stockpricequote/electricals/hindrectifiers/HR01,NSE
HITECHCORP,INE120D01012,Hitech Corporation Limited,20,,,HITECHCORP,Manufacturing,Plastics,Hitech Corp,http://www.moneycontrol.com/india/stockpricequote/plastics/hitechcorporation/HP08,NSE
HITECHGEAR,INE127B01011,The Hi-Tech Gears Limited,20,,,HITECHGEAR,Automotive,Auto Ancillaries,The Hi-Tech Gea,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/thehitechgears/HTG,NSE
HMVL,INE871K01015,Hindustan Media Ventures Limited,20,,,HMVL,Media,Media & Entertainment,Hindustan Media,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hindustanmediaventures/HMV,NSE
HNGSNGBEES,INF732E01227,Reliance ETF Hang Seng BeES,20,,,HNGSNGBEES,Banking/Finance,Finance - Investments,Hang Seng BEES,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/goldmansachshangsengexchangetradedscheme/BMF01,NSE
HONAUT,INE671A01010,Honeywell Automation India Limited,20,,,HONAUT,Telecom,Telecommunications - Equipment,Honeywell Autom,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/honeywellautomation/HA04,NSE
HONDAPOWER,INE634A01018,Honda Siel Power Products Limited,20,,,HONDAPOWER,Engineering,Electric Equipment,Honda Siel,http://www.moneycontrol.com/india/stockpricequote/electricequipment/hondasielpowerproducts/HSP02,NSE
HOTELEELA,INE102A01024,Hotel Leela Venture Limited,20,,,HOTELEELA,Services,Hotels,Hotel Leela,http://www.moneycontrol.com/india/stockpricequote/hotels/hotelleelaventure/HLV,NSE
HPL,INE495S01016,HPL Electric & Power Limited,20,,,HPL,Engineering,Electric Equipment,HPL Electric &,http://www.moneycontrol.com/india/stockpricequote/electricequipment/hplelectricpower/HEP,NSE
HSCL,INE019C01026,Himadri Speciality Chemical Limited,20,,,HSCL,Chemicals,Chemicals,Himadri Special,http://www.moneycontrol.com/india/stockpricequote/chemicals/himadrispecialitychemical/HCI01,NSE
HSIL,INE415A01038,HSIL Limited,20,CONSUMER GOODS,,HSIL,Cement/Construction,Ceramics & Granite,HSIL,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/hsil/HSI02,NSE
HTMEDIA,INE501G01024,HT Media Limited,20,MEDIA & ENTERTAINMENT,,HTMEDIA,Media,Media & Entertainment,HT Media,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/htmedia/HT,NSE
HUBTOWN,INE703H01016,Hubtown Limited,20,,,HUBTOWN,Retail/Real Estate,Construction & Contracting - Real Estate,Hubtown,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/hubtown/AC24,NSE
HUDCO,INE031A01017,Housing & Urban Development Corporation Limited,20,FINANCIAL SERVICES,,HUDCO,Retail/Real Estate,Construction & Contracting - Real Estate,HUDCO,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/housingurbandevelopmentcorporation/HUD,NSE
IBREALEST,INE069I01010,Indiabulls Real Estate Limited,20,CONSTRUCTION,,IBREALEST,Retail/Real Estate,Construction & Contracting - Real Estate,Indiabulls Real,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/indiabullsrealestate/IRE01,NSE
IBULHSGFIN,INE148I01020,Indiabulls Housing Finance Limited,No Band,FINANCIAL SERVICES,NIFTY 50 Index,IBULHSGFIN,Banking/Finance,Finance - Housing,Indiabulls Hsg,http://www.moneycontrol.com/india/stockpricequote/financehousing/indiabullshousingfinance/IHF01,NSE
IBVENTURES,INE274G01010,Indiabulls Ventures Limited,20,FINANCIAL SERVICES,,IBVENTURES,Banking/Finance,Finance - Investments,Indiabulls Vent,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/indiabullsventures/IS13,NSE
ICICIBANK,INE090A01021,ICICI Bank Limited,No Band,FINANCIAL SERVICES,Derivative Product/ Nifty 50/Bank Nifty,ICICIBANK,Banking/Finance,Banks - Private Sector,ICICI Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/icicibank/ICI02,NSE
ICICIGI,INE765G01017,ICICI Lombard General Insurance Company Limited,20,,,ICICIGI,Conglomerates,Diversified,ICICI Lombard,http://www.moneycontrol.com/india/stockpricequote/diversified/icicilombardgeneralinsurancecompany/ILG,NSE
ICICIPRULI,INE726G01019,ICICI Prudential Life Insurance Company Limited,No Band,FINANCIAL SERVICES,Derivative Product/NIFTY 500 Index/NIFTY 100/NIFTY 200/NIFTY Free float Midcap 100/NIFTY Next 50,ICICIPRULI,Banking/Finance,Finance - General,ICICI Prudentia,http://www.moneycontrol.com/india/stockpricequote/financegeneral/iciciprudentiallifeinsurancecompany/IPL01,NSE
ICIL,INE483B01026,Indo Count Industries Limited,No Band,TEXTILES,Derivative Product,ICIL,Manufacturing,Textiles - Spinning - Cotton Blended,Indo Count,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/indocountindustries/ICI07,NSE
ICRA,INE725G01011,ICRA Limited,20,FINANCIAL SERVICES,,ICRA,Miscellaneous,Miscellaneous,ICRA,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/icra/ICR,NSE
ICSA,INE306B01029,ICSA (India) Limited,10,,,ICSA,Technology,Computers - Software,ICSA,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/icsaindia/ICS,NSE
IDBI,INE008A01015,IDBI Bank Limited,No Band,FINANCIAL SERVICES,Derivative Product/Nifty Midcap 50,IDBI,Banking/Finance,Banks - Public Sector,IDBI Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/idbibank/IDB05,NSE
IDBIGOLD,INF397L01554,IDBI Mutual Fund - IDBI Gold Exchange Traded Fund,20,,,,,,,,NSE
IDEA,INE669E01016,Idea Cellular Limited,No Band,TELECOM,NIFTY Next 50,IDEA,Telecom,Telecommunications - Service,Idea Cellular,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/ideacellular/IC8,NSE
IDFC,INE043D01016,IDFC Limited,No Band,FINANCIAL SERVICES,Derivative Product ,IDFC,Banking/Finance,Finance - Term Lending Institutions,IDFC,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/idfc/IDF,NSE
IDFCBANK,INE092T01019,IDFC Bank Limited,No Band,FINANCIAL SERVICES,NIFTY Free float Midcap 100/NIFTY Bank/NIFTY MIDCAP LIQUID 15,IDFCBANK,Banking/Finance,Banks - Private Sector,IDFC Bank,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/idfcbank/IDF01,NSE
IDFNIFTYET,INF194KA1U07,IDFC Mutual Fund - IDFC Nifty ETF,20,,,,,,,,NSE
IEX,INE022Q01012,Indian Energy Exchange Limited,20,,,IEX,Conglomerates,Diversified,IEX,http://www.moneycontrol.com/india/stockpricequote/diversified/indianenergyexchange/IEE,NSE
IFBIND,INE559A01017,IFB Industries Limited,20,CONSUMER GOODS,,IFBIND,Cons Durable,Consumer Goods - White Goods,IFB Industries,http://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/ifbindustries/IFB02,NSE
IFCI,INE039A01010,IFCI Limited,No Band,FINANCIAL SERVICES,Derivative Product/Nifty Midcap 50,IFCI,Banking/Finance,Finance - Term Lending Institutions,IFCI,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/ifci/IFC02,NSE
IFGLEXPOR,INE133Y01011,IFGL Refractories Limited,20,,,,,,,,NSE
IGARASHI,INE188B01013,Igarashi Motors India Limited,20,AUTOMOBILE,,IGARASHI,Engineering,Electric Equipment,Igarashi Motors,http://www.moneycontrol.com/india/stockpricequote/electricequipment/igarashimotors/IM01,NSE
IGL,INE203G01027,Indraprastha Gas Limited,No Band,ENERGY,Derivative Product/Nifty Midcap 50,IGL,Oil & Gas,Oil Drilling And Exploration,IGL,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/indraprasthagas/IG04,NSE
IGPL,INE204A01010,IG Petrochemicals Limited,20,,,IGPL,Chemicals,Chemicals,IG Petro,http://www.moneycontrol.com/india/stockpricequote/chemicals/igpetrochemicals/IGP,NSE
IIFL,INE530B01024,IIFL Holdings Limited,20,,,IIFL,Banking/Finance,Finance - General,IIFL Holdings,http://www.moneycontrol.com/india/stockpricequote/financegeneral/iiflholdings/II15,NSE
IL&FSTRANS,INE975G01012,IL&FS Transportation Networks Limited,20,CONSTRUCTION,,IL&FSTRANS,Engineering,Infrastructure - General,ILandFS Trans,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/ilandfstransportationnetworks/ITN,NSE
IMFA,INE919H01018,Indian Metals & Ferro Alloys Limited,20,,,IMFA,Metals & Mining,Mining & Minerals,Indian Metals,http://www.moneycontrol.com/india/stockpricequote/miningminerals/indianmetalsferroalloys/IMF01,NSE
IMPAL,INE547E01014,India Motor Parts and Accessories Limited,20,,,IMPAL,Services,Trading,Ind Motor Parts,http://www.moneycontrol.com/india/stockpricequote/trading/indiamotorpartsaccessories/IMP03,NSE
INDBANK,INE841B01017,Indbank Merchant Banking Services Limited,20,,,INDBANK,Banking/Finance,Finance - General,Indbank Merchan,http://www.moneycontrol.com/india/stockpricequote/financegeneral/indbankmerchantbankingservices/IMB,NSE
INDHOTEL,INE053A01029,The Indian Hotels Company Limited,20,SERVICES,,INDHOTEL,Services,Hotels,Indian Hotels,http://www.moneycontrol.com/india/stockpricequote/hotels/indianhotelscompany/IHC,NSE
INDIACEM,INE383A01012,The India Cements Limited,No Band,CEMENT & CEMENT PRODUCTS,NIFTY Free float Midcap 100,INDIACEM,Cement/Construction,Cement - Major,India Cements,http://www.moneycontrol.com/india/stockpricequote/cementmajor/indiacements/IC,NSE
INDIAGLYCO,INE560A01015,India Glycols Limited,20,,,INDIAGLYCO,Chemicals,Chemicals,India Glycols,http://www.moneycontrol.com/india/stockpricequote/chemicals/indiaglycols/IG,NSE
INDIANB,INE562A01011,Indian Bank,No Band,FINANCIAL SERVICES,Derivative Product/NIFTY Alpha 50 Index/NIFTY PSU BANK,INDIANB,Banking/Finance,Banks - Public Sector,Indian Bank,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/indianbank/IB04,NSE
INDIANCARD,INE061A01014,Indian Card Clothing Company Limited,20,,,INDIANCARD,Engineering,Textiles - Machinery,Indian Card,http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/indiancardclothing/ICC01,NSE
INDIANHUME,INE323C01030,Indian Hume Pipe Company Limited,20,,,INDIANHUME,Cement/Construction,Cement - Products & Building Materials,Indian Hume,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/indianhumepipecompany/IHP,NSE
INDIGO,INE646L01027,InterGlobe Aviation Limited,No Band,SERVICES,Derivative Product/Nifty Dividend Opportunities 50 Index/NIFTY INFRASTRUCTURE,INDIGO,Services,Transport & Logistics,Interglobe Avi,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/interglobeaviation/IA04,NSE
INDNIPPON,INE092B01017,India Nippon Electricals Limited,20,,,INDNIPPON,Automotive,Auto Ancillaries,India Nippon,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/indianipponelectricals/INE,NSE
INDOCO,INE873D01024,Indoco Remedies Limited,20,PHARMA,,INDOCO,Pharmaceuticals,Pharmaceuticals,Indoco Remedies,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indocoremedies/IR05,NSE
INDORAMA,INE156A01020,Indo Rama Synthetics (India) Limited,10,,,INDORAMA,Manufacturing,Textiles - Spinning - Synthetic Blended,Indo Rama Synth,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/indoramasyntheticsindia/IRS,NSE
